profile_url,exhibitor,website,email,phone,hall_stand,address,country,social_links,error,status_code,show_more_clicks,Description (Français),,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10551/Marken?cHash=4069580f85c5b581adc5d0da030d2f3c,Emile Egger & Cie SA,https://www.eggerpumps.com,info@eggerpumps.com,+41 32 7587111,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10551%2FMarken%3FcHash%3D4069580f85c5b581adc5d0da030d2f3c&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10551%2FMarken%3FcHash%3D4069580f85c5b581adc5d0da030d2f3c', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10551%2FMarken%3FcHash%3D4069580f85c5b581adc5d0da030d2f3c&display=popup&ref=plugin', 'https://www.linkedin.com/company/eggerpumps', 'https://www.youtube.com/user/EmileEgger']",,200.0,3,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10578/Marken?cHash=16011f996fcdcb6d9e28b987425ab7f9,geoinform Softwarevertrieb GmbH,https://www.geoinform.de,info@geoinform.de,"11
97076",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10578%2FMarken%3FcHash%3D16011f996fcdcb6d9e28b987425ab7f9&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10578%2FMarken%3FcHash%3D16011f996fcdcb6d9e28b987425ab7f9', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10578%2FMarken%3FcHash%3D16011f996fcdcb6d9e28b987425ab7f9&display=popup&ref=plugin']",,200.0,2,geoinform Softwarevertrieb GmbH est un partenaire innovant spécialisé dans les systèmes d'information géographique (SIG). L'entreprise propose notamment les logiciels Kominfo pour les bases de données communales,la gestion des cadastres (ALKIS) et des solutions mobiles pour le travail sur le terrain.,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10629/Marken?cHash=effaab1bcac1a653d278857d07207aa9,Italian Exhibition Group S.P.A.,https://www.ecomondo.com/en,ecomondosales@iegexpo.it,"155
47921",,,,"['https://linkedin.com/company/11749287/', 'https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10629%2FMarken%3FcHash%3Deffaab1bcac1a653d278857d07207aa9&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10629%2FMarken%3FcHash%3Deffaab1bcac1a653d278857d07207aa9', 'https://www.facebook.com/EcomondoRimini', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10629%2FMarken%3FcHash%3Deffaab1bcac1a653d278857d07207aa9&display=popup&ref=plugin', 'https://www.instagram.com/ecomondo_it/#', 'https://www.youtube.com/@ecomondo1278']",,200.0,2,Italian Exhibition Group S.P.A. (IEG) est l'un des principaux organisateurs de foires commerciales et de conférences en Italie. L'entreprise est fortement impliquée dans le secteur de l'environnement,notamment avec l'organisation du salon Ecomondo.,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10697/Marken?cHash=c908c7925e12a24325922853ba65c6ba,Neue Herbold Maschinen undAnlagenbau GmbH,https://www.neue-herbold.com,info@neue-herbold.com,"44
74889",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10697%2FMarken%3FcHash%3Dc908c7925e12a24325922853ba65c6ba&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10697%2FMarken%3FcHash%3Dc908c7925e12a24325922853ba65c6ba', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10697%2FMarken%3FcHash%3Dc908c7925e12a24325922853ba65c6ba&display=popup&ref=plugin']",,200.0,2,Neue Herbold Maschinen- und Anlagenbau GmbH est un fabricant allemand d'équipements de recyclage de plastiques,spécialisé dans le broyage,le déchiquetage,la granulation et la séparation des matériaux.
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10796/Marken?cHash=f263e2f319b92ece6f904384105f3aea,Sulzer Flow Germany GmbH,https://www.sulzer.com,flow.de@sulzer.com,"202
53229",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10796%2FMarken%3FcHash%3Df263e2f319b92ece6f904384105f3aea&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10796%2FMarken%3FcHash%3Df263e2f319b92ece6f904384105f3aea', 'https://www.facebook.com/SulzerLtd', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10796%2FMarken%3FcHash%3Df263e2f319b92ece6f904384105f3aea&display=popup&ref=plugin', 'https://www.instagram.com/SulzerLtd/', 'https://www.linkedin.com/showcase/sulzer-water/posts/?feedView=all&viewAsMember=true', 'https://www.youtube.com/user/sulzerltd', 'https://x.com/SulzerLtd']",,200.0,3,Sulzer Flow Germany GmbH fait partie du groupe mondial Sulzer et fournit des solutions de pompage pour le traitement de l'eau et des eaux usées,la gestion des fluides industriels et la production d'énergie.,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10807/Marken?cHash=d60801ae6c07c13e6c94a46a5e69275c,UDOR S.p.A.,https://www.udor.it,[MAIL],+39 0522 628249,,,,"['https://it.linkedin.com/company/udor-s.p.a.', 'https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10807%2FMarken%3FcHash%3Dd60801ae6c07c13e6c94a46a5e69275c&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10807%2FMarken%3FcHash%3Dd60801ae6c07c13e6c94a46a5e69275c', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10807%2FMarken%3FcHash%3Dd60801ae6c07c13e6c94a46a5e69275c&display=popup&ref=plugin', 'https://www.facebook.com/udorpumps']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/10933/Marken?cHash=eb48fc48ec5f36cfb8f054c205785eb5,Hammann GmbH,https://www.comprex.de,info@comprex.de,+49 6341 3803-100,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10933%2FMarken%3FcHash%3Deb48fc48ec5f36cfb8f054c205785eb5&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10933%2FMarken%3FcHash%3Deb48fc48ec5f36cfb8f054c205785eb5', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F10933%2FMarken%3FcHash%3Deb48fc48ec5f36cfb8f054c205785eb5&display=popup&ref=plugin', 'https://www.linkedin.com/company/hammann-gmbh/', 'https://www.youtube.com/@comprex-hammann']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/11001/Marken?cHash=b7b6537e72b1dc8f150dc130e045bf19,Passavant-Geiger GmbH,https://www.passavant-geiger.de,[MAIL],+49 6120 282124,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11001%2FMarken%3FcHash%3Db7b6537e72b1dc8f150dc130e045bf19&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11001%2FMarken%3FcHash%3Db7b6537e72b1dc8f150dc130e045bf19', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11001%2FMarken%3FcHash%3Db7b6537e72b1dc8f150dc130e045bf19&display=popup&ref=plugin', 'https://www.instagram.com/passavantgeiger/', 'https://www.linkedin.com/company/water-processing-solutions/?viewAsMember=true', 'https://www.youtube.com/@passavant-geigergmbh4431']",,200.0,3,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/11016/Marken?cHash=77a24d7ea98913b9a81001c4ec1af2be,SARPI Deutschland GmbH,https://www.hazardouswasteeurope.veolia.com/de,nadine.seumenicht@veolia.com,+49 1516 3207806,,,,"['https://linkedin.com/company/veolia-hazardouswaste-germany', 'https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11016%2FMarken%3FcHash%3D77a24d7ea98913b9a81001c4ec1af2be&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11016%2FMarken%3FcHash%3D77a24d7ea98913b9a81001c4ec1af2be', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F11016%2FMarken%3FcHash%3D77a24d7ea98913b9a81001c4ec1af2be&display=popup&ref=plugin']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/11181/Marken?cHash=1175634cec737f4faa74b3d028e870d2,,,,,,,,[],,200.0,2,,,,
